0_Frame_220,Whole Body_COMx_mm,Whole Body_COMy_mm,Whole Body_COMz_mm,Pelvis_x_mm,Pelvis_y_mm,Pelvis_z_mm,Pelvis_rx_deg,Pelvis_ry_deg,Pelvis_rz_deg,Pelvis_l_mm,Pelvis_fx_N,Pelvis_fy_N,Pelvis_fz_N,Pelvis_f*v_W,Pelvis_mx_Nm,Pelvis_my_Nm,Pelvis_mz_Nm,Pelvis_m*w_W,R.Thigh_x_mm,R.Thigh_y_mm,R.Thigh_z_mm,R.Thigh_rx_deg,R.Thigh_ry_deg,R.Thigh_rz_deg,R.Thigh_l_mm,R.Thigh_fx_N,R.Thigh_fy_N,R.Thigh_fz_N,R.Thigh_f*v_W,R.Thigh_mx_Nm,R.Thigh_my_Nm,R.Thigh_mz_Nm,R.Thigh_m*w_W,L.Thigh_x_mm,L.Thigh_y_mm,L.Thigh_z_mm,L.Thigh_rx_deg,L.Thigh_ry_deg,L.Thigh_rz_deg,L.Thigh_l_mm,L.Thigh_fx_N,L.Thigh_fy_N,L.Thigh_fz_N,L.Thigh_f*v_W,L.Thigh_mx_Nm,L.Thigh_my_Nm,L.Thigh_mz_Nm,L.Thigh_m*w_W,R.Shank_x_mm,R.Shank_y_mm,R.Shank_z_mm,R.Shank_rx_deg,R.Shank_ry_deg,R.Shank_rz_deg,R.Shank_l_mm,R.Shank_fx_N,R.Shank_fy_N,R.Shank_fz_N,R.Shank_f*v_W,R.Shank_mx_Nm,R.Shank_my_Nm,R.Shank_mz_Nm,R.Shank_m*w_W,L.Shank_x_mm,L.Shank_y_mm,L.Shank_z_mm,L.Shank_rx_deg,L.Shank_ry_deg,L.Shank_rz_deg,L.Shank_l_mm,L.Shank_fx_N,L.Shank_fy_N,L.Shank_fz_N,L.Shank_f*v_W,L.Shank_mx_Nm,L.Shank_my_Nm,L.Shank_mz_Nm,L.Shank_m*w_W,R.Foot_x_mm,R.Foot_y_mm,R.Foot_z_mm,R.Foot_rx_deg,R.Foot_ry_deg,R.Foot_rz_deg,R.Foot_l_mm,R.Foot_fx_N,R.Foot_fy_N,R.Foot_fz_N,R.Foot_f*v_W,R.Foot_mx_Nm,R.Foot_my_Nm,R.Foot_mz_Nm,R.Foot_m*w_W,L.Foot_x_mm,L.Foot_y_mm,L.Foot_z_mm,L.Foot_rx_deg,L.Foot_ry_deg,L.Foot_rz_deg,L.Foot_l_mm,L.Foot_fx_N,L.Foot_fy_N,L.Foot_fz_N,L.Foot_f*v_W,L.Foot_mx_Nm,L.Foot_my_Nm,L.Foot_mz_Nm,L.Foot_m*w_W,Trunk_x_mm,Trunk_y_mm,Trunk_z_mm,Trunk_rx_deg,Trunk_ry_deg,Trunk_rz_deg,Trunk_l_mm,Trunk_fx_N,Trunk_fy_N,Trunk_fz_N,Trunk_f*v_W,Trunk_mx_Nm,Trunk_my_Nm,Trunk_mz_Nm,Trunk_m*w_W,Head/Neck_x_mm,Head/Neck_y_mm,Head/Neck_z_mm,Head/Neck_rx_deg,Head/Neck_ry_deg,Head/Neck_rz_deg,Head/Neck_l_mm,Head/Neck_fx_N,Head/Neck_fy_N,Head/Neck_fz_N,Head/Neck_f*v_W,Head/Neck_mx_Nm,Head/Neck_my_Nm,Head/Neck_mz_Nm,Head/Neck_m*w_W,R.UpperArm_x_mm,R.UpperArm_y_mm,R.UpperArm_z_mm,R.UpperArm_rx_deg,R.UpperArm_ry_deg,R.UpperArm_rz_deg,R.UpperArm_l_mm,R.UpperArm_fx_N,R.UpperArm_fy_N,R.UpperArm_fz_N,R.UpperArm_f*v_W,R.UpperArm_mx_Nm,R.UpperArm_my_Nm,R.UpperArm_mz_Nm,R.UpperArm_m*w_W,L.UpperArm_x_mm,L.UpperArm_y_mm,L.UpperArm_z_mm,L.UpperArm_rx_deg,L.UpperArm_ry_deg,L.UpperArm_rz_deg,L.UpperArm_l_mm,L.UpperArm_fx_N,L.UpperArm_fy_N,L.UpperArm_fz_N,L.UpperArm_f*v_W,L.UpperArm_mx_Nm,L.UpperArm_my_Nm,L.UpperArm_mz_Nm,L.UpperArm_m*w_W,R.Forearm_x_mm,R.Forearm_y_mm,R.Forearm_z_mm,R.Forearm_rx_deg,R.Forearm_ry_deg,R.Forearm_rz_deg,R.Forearm_l_mm,R.Forearm_fx_N,R.Forearm_fy_N,R.Forearm_fz_N,R.Forearm_f*v_W,R.Forearm_mx_Nm,R.Forearm_my_Nm,R.Forearm_mz_Nm,R.Forearm_m*w_W,L.Forearm_x_mm,L.Forearm_y_mm,L.Forearm_z_mm,L.Forearm_rx_deg,L.Forearm_ry_deg,L.Forearm_rz_deg,L.Forearm_l_mm,L.Forearm_fx_N,L.Forearm_fy_N,L.Forearm_fz_N,L.Forearm_f*v_W,L.Forearm_mx_Nm,L.Forearm_my_Nm,L.Forearm_mz_Nm,L.Forearm_m*w_W,R.Hand_x_mm,R.Hand_y_mm,R.Hand_z_mm,R.Hand_rx_deg,R.Hand_ry_deg,R.Hand_rz_deg,R.Hand_l_mm,R.Hand_fx_N,R.Hand_fy_N,R.Hand_fz_N,R.Hand_f*v_W,R.Hand_mx_Nm,R.Hand_my_Nm,R.Hand_mz_Nm,R.Hand_m*w_W,L.Hand_x_mm,L.Hand_y_mm,L.Hand_z_mm,L.Hand_rx_deg,L.Hand_ry_deg,L.Hand_rz_deg,L.Hand_l_mm,L.Hand_fx_N,L.Hand_fy_N,L.Hand_fz_N,L.Hand_f*v_W,L.Hand_mx_Nm,L.Hand_my_Nm,L.Hand_mz_Nm,L.Hand_m*w_W,PelvisLab_x_mm,PelvisLab_y_mm,PelvisLab_z_mm,PelvisLab_rx_deg,PelvisLab_ry_deg,PelvisLab_rz_deg,PelvisLab_l_mm,PelvisLab_fx_N,PelvisLab_fy_N,PelvisLab_fz_N,PelvisLab_f*v_W,PelvisLab_mx_Nm,PelvisLab_my_Nm,PelvisLab_mz_Nm,PelvisLab_m*w_W,TrunkLab_x_mm,TrunkLab_y_mm,TrunkLab_z_mm,TrunkLab_rx_deg,TrunkLab_ry_deg,TrunkLab_rz_deg,TrunkLab_l_mm,TrunkLab_fx_N,TrunkLab_fy_N,TrunkLab_fz_N,TrunkLab_f*v_W,TrunkLab_mx_Nm,TrunkLab_my_Nm,TrunkLab_mz_Nm,TrunkLab_m*w_W
1,0,0,0,218.46346,238.47235,952.65131,-178.35763,23.14785,89.61123,68.19418,0,0,0,0,0,0,0,0,-64.18237,-0.21299,68.19419,-15.39751,-1.8217,2.3702,494.31499,0,0,0,0,0,0,0,0,64.18237,0.21299,68.19417,-13.39794,9.50213,9.35571,489.29806,0,0,0,0,0,0,0,0,0,0,494.31499,-4.0106,3.52348,29.77279,326.87733,0,0,0,0,0,0,0,0,0,0,489.29807,-11.2746,-8.0203,-41.1562,336.89324,0,0,0,0,0,0,0,0,0,0,326.87732,-72.81939,16.48776,7.87989,141.43138,0,0,0,0,0,0,0,0,0,0,336.89324,-70.6296,-17.2488,-7.99873,142.07301,0,0,0,0,0,0,0,0,0,0,0,149.57184,-3.1233,-3.53137,427.09187,0,0,0,0,0,0,0,0,9999999,0,427.09187,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-196.00565,0,411.92592,-166.72999,-22.0348,-1.13217,341.25444,0,0,0,0,0,0,0,0,196.00567,0,442.25782,163.11054,15.69651,1.31037,284.18628,0,0,0,0,0,0,0,0,0,0,341.25445,-41.43867,16.92645,31.10461,232.36797,0,0,0,0,0,0,0,0,0,0,284.18629,112.07518,43.43398,6.72055,223.50235,0,0,0,0,0,0,0,0,0,0,232.36798,1e-05,1e-05,-12.76514,92.94718,0,0,0,0,0,0,0,0,0,0,223.50235,0,0,-20.33946,89.40094,0,0,0,0,0,0,0,0,245.27094,240.2695,889.97296,1.64237,-23.14785,-179.61123,68.19418,0,0,0,0,0,0,0,0,218.46346,238.47235,952.65131,-1.70455,7.24919,177.22722,427.09187,0,0,0,0,0,0,0,0
2,0,0,0,219.55069,236.06573,952.58771,-178.67513,23.23262,89.86671,68.27632,-117.41905,296.72753,18.35407,0,-48.8151,-32.23023,10.31945,0,-64.25297,-0.95407,68.27629,-15.73962,-2.24434,2.2124,493.72747,-43.89623,60.20101,-153.12214,1.88227,-3.80636,-9.74061,1.44945,1.20692,64.25295,0.95405,68.2763,-13.31331,9.13244,9.63145,489.05282,-79.6671,162.27682,662.73293,-0.0251,-33.57569,40.66288,-13.04952,-12.17981,0,0,493.72747,-3.75806,3.53668,29.99289,326.96331,-4.52202,-0.4342,-39.74871,0.38385,-0.3597,-0.61835,0.00829,0.00304,0,0,489.05281,-11.6932,-7.94651,-41.59118,337.04028,48.96919,29.50388,787.92103,-5.11361,-16.93919,79.51962,-2.90782,-19.06674,0,0,326.96333,-72.68024,16.64831,7.87035,141.43501,1.41988,9.05942,-3.41483,-0.03747,-0.56783,0.09209,-0.00203,-0.05772,0,0,337.04027,-70.38647,-17.33787,-7.74558,142.09962,243.33296,-734.19582,273.7961,0.70733,7.38427,24.76182,56.85072,-0.59757,0,0,0,149.56327,-2.86467,-3.27268,427.08984,-18.28799,-136.94731,309.51345,-1.31753,17.44971,2.56742,-2.72039,-1.05712,9999999,0,427.08984,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.85318,0,411.82421,-166.96623,-21.90141,-1.11955,341.21691,-17.66431,-8.25001,-35.58911,0.35971,1.00099,-5.16036,0.81245,-1.02737,195.85317,-3e-05,442.35547,162.98337,15.74188,1.32969,284.5759,11.50948,19.42946,-30.49065,-0.49501,-2.66389,3.51749,1.37341,0.34972,0,0,341.2169,-41.3403,17.15191,30.98595,232.31097,0.04198,8.65653,-15.61257,-0.19733,-1.46488,-0.05646,0.00571,-0.25172,0,0,284.5759,112.01079,43.45872,6.76073,223.41877,3.462,-16.69008,0.37061,-0.23154,2.48522,0.53405,-0.00352,0.02276,0,0,232.31096,0,-1e-05,-12.78029,92.9244,-0.7845,2.50182,-3.9833,-0.02389,-0.18812,-0.06186,0.00199,-4e-05,0,0,223.41877,-1e-05,0,-20.42983,89.36748,2.35592,-3.6356,0.11154,-0.12497,0.24961,0.16446,-0.00133,0.00013,246.48332,237.51636,889.86462,1.32487,-23.23262,-179.86671,68.27632,0,0,0,0,0,0,0,0,219.55069,236.06573,952.58771,-1.63058,7.18881,177.21256,427.08984,0,0,0,0,0,0,0,0
3,0,0,0,218.72884,234.50696,952.55304,-178.44445,23.10286,90.10074,68.128,115.00751,-135.11074,160.56465,0,-22.68398,-7.05667,7.91212,0,-64.11924,-0.40087,68.12802,-15.48653,-2.02036,2.40314,493.95402,2.81031,-86.43255,-146.55514,1.69016,19.82344,-1.57527,-2.59933,3.87798,64.11924,0.40087,68.12799,-12.91199,9.44066,9.44274,489.34555,-17.84129,111.02401,670.88021,5.62142,-30.59015,43.68349,-11.37627,-4.72975,0,0,493.95401,-3.84788,3.51504,29.6988,326.99836,-4.98518,-8.30515,-43.22612,-0.08037,0.58356,-0.57977,0.03382,-0.09966,0,0,489.34555,-12.1425,-8.06914,-41.73747,337.13125,56.85833,31.72959,783.24691,-0.26987,-13.72715,73.11796,-2.88364,-18.82583,0,0,326.99836,-72.61354,16.72961,7.78716,141.42877,1.68209,9.20552,-3.7423,-0.08001,-0.5783,0.10271,-1e-05,-0.07259,0,0,337.13125,-70.29214,-17.37374,-7.92673,142.07183,252.08471,-728.68143,271.78935,-3.81705,8.58118,22.03582,47.73473,-1.14894,0,0,0,149.50489,-2.97679,-3.15027,427.45524,25.13066,23.57919,339.32891,3.18061,2.15658,0.32557,1.00718,0.14052,9999999,0,427.45525,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.98222,0,411.90029,-166.91414,-21.67669,-1.14294,341.50556,-8.51961,-2.17507,-36.73568,0.76192,-0.38481,-2.12312,0.41766,-0.54739,195.98221,5e-05,443.01009,162.99659,15.79782,1.35271,284.54904,3.90767,13.61344,-36.07279,-0.71487,-1.17248,2.29631,0.94559,-0.01113,0,0,341.50556,-41.31618,17.3457,30.95264,232.53646,4.52278,7.83158,-15.24906,-0.07617,-1.18336,0.42426,-0.00161,-0.187,0,0,284.54903,112.08894,43.45696,6.64333,223.34683,-0.50608,-16.74059,1.46499,-0.30634,2.49046,0.05022,-0.00916,0.07286,0,0,232.53647,1e-05,0,-12.80759,93.01461,-0.24892,1.8807,-4.98316,0.04574,-0.12683,-0.0337,-0.0017,9e-05,1e-05,0,223.34685,4e-05,0,-20.51672,89.3387,1.7915,-3.85769,0.40698,-0.19838,0.26141,0.13126,-0.00401,0.0004,245.46111,236.20805,889.91187,1.55555,-23.10286,179.89926,68.128,0,0,0,0,0,0,0,0,218.72884,234.50696,952.55304,-1.39462,7.38703,177.14245,427.45524,0,0,0,0,0,0,0,0
4,0,0,0,219.23444,232.31068,952.8714,-178.41968,23.01873,90.22807,68.21434,-4.09594,97.09363,145.47492,0,-41.92413,-15.95709,15.45446,0,-64.19964,-0.51507,68.21435,-15.39189,-2.09726,2.00012,493.9173,-5.80407,-12.47194,-136.83563,0.75499,3.02234,0.04493,4.3418,1.16472,64.19965,0.51507,68.21433,-12.74064,9.37861,9.2916,489.4253,-51.99316,141.9863,665.11592,10.24927,-35.20385,33.37409,-10.0588,-3.0992,0,0,493.91729,-4.01349,3.50169,30.16245,327.32992,1.00855,-1.90636,-39.03047,-0.46979,-0.3022,0.14948,-0.00893,0.04001,0,0,489.4253,-12.33374,-8.12647,-41.62244,337.22419,61.10975,30.89305,776.79414,-2.02501,-10.45788,67.08022,-3.04532,-7.07448,0,0,327.3299,-72.42812,16.77867,7.636,141.41002,1.98185,9.78878,-3.34778,0.004,-0.60884,0.1293,0.00419,-0.11294,0,0,337.22419,-70.32916,-17.21488,-7.84087,142.07001,252.72991,-723.35053,267.39938,-4.52584,9.56617,19.63985,39.94946,3.54641,0,0,0,149.57808,-2.95941,-3.01842,427.41196,-10.28326,-51.74035,290.77908,-0.35175,10.62924,-2.40218,-1.93805,0.56734,9999999,0,427.41195,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-196.00672,0,411.8439,-167.0434,-21.38901,-1.12993,341.43799,-15.57228,-6.70958,-33.59054,0.32709,0.22431,-3.71725,0.40936,-0.94523,196.00667,0,442.98,162.84687,15.66242,1.3646,284.34897,14.03676,19.25712,-29.06794,-0.37736,-2.26873,4.66801,1.57703,0.16574,0,0,341.43799,-41.04661,17.19503,30.79153,231.973,3.11456,8.35554,-14.46545,0.02835,-1.44654,0.76898,0.00521,-0.15392,0,0,284.34897,112.06645,43.5681,6.43368,223.28568,5.06602,-17.16376,2.84932,-0.25125,2.8091,0.63022,0.01249,0.109,0,0,231.973,1e-05,1e-05,-12.87917,92.78921,1.16295,2.96628,-3.31127,0.05915,-0.23029,0.09842,0.00295,-0.00017,0,0,223.28569,3e-05,0,-20.61931,89.3143,2.6239,-4.60736,0.84505,-0.21244,0.34092,0.18025,0.00616,-0.00049,245.90843,234.04213,890.11237,1.58032,-23.01873,179.77193,68.21434,0,0,0,0,0,0,0,0,219.23444,232.31068,952.8714,-1.28752,7.40398,177.15453,427.41196,0,0,0,0,0,0,0,0
5,0,0,0,219.63884,230.29832,952.96375,-178.2033,22.99415,90.28284,68.12957,-7.40532,85.04476,79.82434,0,-43.23517,-23.12903,8.60328,0,-64.1178,-0.73097,68.12958,-15.37434,-1.92452,2.8387,494.64087,-31.90818,-0.10765,-149.80643,1.37881,-0.71622,-11.19668,-3.292,-1.96685,64.11778,0.73096,68.12957,-12.66276,9.50475,9.18425,489.30536,-21.70703,129.61095,644.58286,6.4982,-32.93601,36.62337,-7.9681,-2.20989,0,0,494.64086,-4.05996,3.40314,29.33788,326.89212,-4.5205,4.3073,-43.58683,-0.09401,-0.80914,-0.5088,0.03407,0.01638,0,0,489.30535,-12.4239,-8.11398,-41.54271,337.14175,66.61227,32.24125,766.73111,-3.54239,-8.41692,62.11147,-2.86855,-4.10917,0,0,326.89211,-72.24004,16.8507,7.80909,141.51478,1.73732,8.70105,-3.54964,0.01727,-0.53991,0.11215,-0.00207,-0.07376,0,0,337.14174,-70.29724,-17.20261,-7.83502,142.0589,252.92404,-715.17422,265.21001,-0.22546,10.41522,17.623,33.96464,7.58146,0,0,0,149.59804,-3.11008,-2.99971,427.42843,-17.69392,-57.05953,311.96345,-0.56461,9.78727,-4.19056,-0.55905,0.71139,9999999,0,427.42842,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-196.00996,0,411.91397,-167.05691,-21.18902,-1.12286,341.20029,-9.41315,-1.98897,-34.53968,0.7955,-1.44956,-1.71857,0.31708,-0.35252,196.00998,-5e-05,442.94298,162.64147,15.71505,1.37606,284.45879,1.61659,15.76798,-30.88369,-0.68198,-1.78906,1.64128,1.04237,0.29637,0,0,341.20029,-41.12157,17.22438,30.79631,232.03909,5.89909,8.73478,-12.29864,0.1203,-1.511,1.12925,0.00327,0.24962,0,0,284.45879,112.11961,43.61635,6.45256,223.29263,0.32678,-15.46491,-0.74976,-0.10163,2.353,0.20798,-0.007,0.08768,0,0,232.03909,0,-2e-05,-12.91412,92.81567,1.57874,3.18133,-3.49456,0.15629,-0.24482,0.12421,0.00186,-4e-05,1e-05,0,223.29264,3e-05,0,-20.66804,89.31705,2.06749,-3.60637,-0.33543,-0.12153,0.24723,0.15331,-0.00419,0.00035,246.25278,232.26468,890.27826,1.7967,-22.99415,179.71716,68.12957,0,0,0,0,0,0,0,0,219.63884,230.29832,952.96375,-1.19523,7.41076,177.14226,427.42843,0,0,0,0,0,0,0,0
6,0,0,0,219.85124,228.54066,953.1391,-178.13959,22.93445,90.38337,68.11232,90.11503,53.41489,146.52345,0,-30.82864,-6.59181,12.34251,0,-64.09958,-0.88767,68.11236,-15.36105,-1.97105,2.71065,494.757,19.715,-26.26005,-131.14309,-0.24499,8.59567,6.9384,2.72112,0.44359,64.09959,0.8877,68.11234,-12.53891,9.52461,9.39555,489.09925,-25.61038,121.05755,656.82541,5.31288,-29.63518,33.47167,-8.22996,-4.6143,0,0,494.75699,-4.01578,3.44084,29.55048,327.05835,2.78487,-7.76853,-36.99922,-0.87455,0.51056,0.42951,-0.00718,-0.01698,0,0,489.09926,-12.58275,-8.11389,-41.70387,337.474,73.37848,29.50703,762.96213,3.00263,-6.27888,60.00428,-2.40708,-5.44111,0,0,327.05833,-72.14194,17.05047,7.77964,141.39491,2.19326,9.27788,-3.64082,0.05205,-0.58326,0.13518,0.00111,-0.05954,0,0,337.47399,-70.32468,-17.04601,-7.49448,141.89391,251.29885,-707.62921,260.96043,-3.15083,11.29198,15.71392,29.78278,7.63959,0,0,0,149.64004,-3.12971,-2.95268,427.51493,17.1148,-40.4957,292.11831,-0.4095,8.13208,0.88328,-0.03232,-0.13252,9999999,0,427.51493,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.79189,0,412.37048,-167.09806,-20.93461,-1.09082,341.68494,-11.91192,-4.54041,-32.19841,0.60833,0.10465,-2.20584,-0.08569,-0.49825,195.7919,2e-05,442.65926,162.51364,15.71485,1.35498,284.3489,13.64178,14.67885,-31.36191,-0.91965,-1.3736,4.29721,1.59441,-0.06437,0,0,341.68495,-41.29659,17.3422,30.77675,231.98279,4.95716,6.35086,-12.93476,0.02879,-0.80765,1.08356,-0.00185,0.39998,0,0,284.3489,112.10981,43.76837,6.38932,223.17527,3.88118,-16.53206,4.14919,-0.12454,2.65062,0.71034,0.00394,0.30182,0,0,231.98279,1e-05,1e-05,-12.92593,92.79313,2.08431,1.52213,-2.93182,0.17927,-0.10045,0.17073,-0.00051,1e-05,-1e-05,0,223.17527,2e-05,1e-05,-20.77976,89.2701,3.09814,-4.02608,1.44878,-0.0696,0.28789,0.22607,-0.00096,0.00017,246.3931,230.5771,890.44403,1.86041,-22.93445,179.61663,68.11232,0,0,0,0,0,0,0,0,219.85124,228.54066,953.1391,-1.10039,7.43322,177.09946,427.51493,0,0,0,0,0,0,0,0
7,0,0,0,219.99806,226.65869,953.1521,-178.09589,22.9813,90.34583,67.84397,-35.33664,-46.94063,158.21894,0,-32.70949,-20.84354,10.73915,0,-63.84187,-1.20241,67.84398,-15.41324,-2.00653,3.48823,495.72798,-39.791,-44.56103,-137.2081,0.28236,7.14189,-11.35563,-2.31696,0.9205,63.84187,1.20243,67.84402,-12.54437,9.49886,9.72227,489.61319,-16.52677,110.10137,637.58021,-1.21996,-29.24206,34.21322,-7.9808,-7.06466,0,0,495.72798,-4.02182,3.33246,28.95571,326.46298,-4.33111,1.50453,-46.28692,0.21114,-0.62471,-0.2319,-0.00365,-0.00712,0,0,489.61319,-12.72466,-8.12831,-41.91398,337.3012,75.41954,32.00991,752.93695,1.72329,-5.55176,58.09221,-1.88832,-3.59403,0,0,326.46299,-72.00525,17.21296,7.92137,141.37579,2.28494,9.15103,-3.13299,0.06014,-0.57617,0.1342,-0.0043,-0.05222,0,0,337.30122,-70.36122,-17.02716,-7.41977,141.81678,254.81655,-705.70229,259.64139,-3.19236,11.92054,14.2136,26.70783,0.35797,0,0,0,149.56507,-3.0761,-3.00834,427.61501,-43.92664,-1.21979,304.59294,-0.85273,3.26383,-6.20727,-0.97363,-1.6633,9999999,0,427.61501,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.85049,0,412.61783,-167.07441,-20.76036,-1.07997,341.64443,-14.36281,-3.47927,-31.47144,0.4177,-0.25059,-4.45277,0.88387,-0.90539,195.8505,0,442.61218,162.40863,15.64228,1.34916,284.40755,1.00049,16.02659,-32.8093,-0.54851,-1.87903,1.46981,0.87215,0.11988,0,0,341.64443,-41.52582,17.76884,30.82121,232.53061,0.39544,9.01057,-14.03736,-0.24694,-1.48908,-0.13637,0.00138,-0.14941,0,0,284.40755,112.22488,43.99969,6.28118,223.36766,-0.60865,-15.9433,-1.88097,-0.08611,2.37053,0.00036,-0.00771,0.17955,0,0,232.53061,-1e-05,0,-12.92963,93.01221,-1.15863,2.39928,-4.50927,-0.1184,-0.17565,-0.0964,0.00084,0,0,0,223.36765,3e-05,1e-05,-21.00573,89.34706,1.60782,-3.70226,-1.08752,-0.09302,0.25163,0.11657,-0.00266,0.00061,246.48643,228.73402,890.72723,1.90411,-22.9813,179.65417,67.84397,0,0,0,0,0,0,0,0,219.99806,226.65869,953.1521,-1.02154,7.45957,177.07325,427.61501,0,0,0,0,0,0,0,0
8,0,0,0,220.9091,225.39696,953.08057,-178.53165,23.03897,90.73161,67.97853,-40.78461,130.95109,68.2248,0,-34.48665,-33.10842,11.89785,0,-63.96118,-1.54267,67.97855,-15.64077,-2.4496,3.26255,494.99612,-32.096,3.51625,-160.31384,1.27092,4.45675,-7.93227,-0.82543,0.99291,63.9612,1.54268,67.97851,-12.57112,9.06442,9.55911,489.21969,-46.28359,137.93823,658.35585,-0.66354,-34.68327,28.57015,-7.81488,-1.83941,0,0,494.99612,-3.92196,3.39232,28.99186,326.6829,-4.91751,-1.919,-42.57587,0.30524,-0.33966,-0.63124,0.03618,-0.01062,0,0,489.21968,-12.74342,-8.15037,-41.90746,337.62259,77.49023,33.15233,764.10364,-4.95758,-4.8591,57.06636,-1.77302,-1.32395,0,0,326.6829,-71.95158,17.18922,7.71083,141.36399,1.56071,9.57932,-3.38344,-0.05771,-0.59262,0.10227,0.00334,-0.06631,0,0,337.62259,-70.43477,-17.00018,-7.46873,141.84229,260.2385,-708.68441,259.62751,-0.46793,12.43882,13.34726,24.44878,-2.34901,0,0,0,149.59002,-2.69835,-2.65725,427.64384,-15.2602,-86.26865,305.94777,0.87253,14.29568,-3.129,0.5894,0.41174,9999999,0,427.64384,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.70841,0,412.5295,-167.22794,-20.52413,-1.0747,341.80033,-15.97258,-0.17522,-35.07855,0.20504,-2.14032,-3.79965,0.70138,-0.69969,195.70841,2e-05,442.75806,162.24749,15.5651,1.37215,284.19584,11.8869,18.0602,-27.61318,-0.58852,-2.0589,4.11547,1.26629,0.13023,0,0,341.80033,-41.60928,18.07559,30.80784,232.44151,4.31226,11.59771,-13.90526,0.17737,-2.0601,0.88615,0.00114,0.38373,0,0,284.19584,112.23909,44.23927,6.09113,223.00963,3.72051,-15.79992,3.26882,-0.13345,2.57389,0.3924,0.01328,0.34169,0,0,232.4415,0,0,-12.92277,92.9766,0.94862,4.13522,-3.92314,0.26184,-0.32211,0.07767,0.0004,0,0,0,223.00963,3e-05,1e-05,-21.21397,89.20385,2.06612,-4.33402,1.63564,-0.09361,0.3206,0.13893,0.008,-0.00124,247.51299,226.99995,890.54462,1.46835,-23.03897,179.26839,67.97853,0,0,0,0,0,0,0,0,220.9091,225.39696,953.08057,-0.87903,7.39256,177.01348,427.64384,0,0,0,0,0,0,0,0
9,0,0,0,221.2608,224.33246,953.1142,-178.39035,22.99147,90.9454,67.98828,35.67508,42.80668,110.39836,0,-31.89466,-20.17983,11.04508,0,-63.97195,-1.47571,67.9883,-15.58153,-2.30026,2.88364,494.9917,-19.5019,-4.24637,-144.24228,1.92865,1.58314,-4.92552,0.93814,-0.97307,63.97194,1.4757,67.98827,-12.5177,9.21617,9.24023,489.02558,-18.03725,102.26831,653.84546,7.18769,-25.51665,33.21291,-5.90635,4.48486,0,0,494.9917,-4.0691,3.37625,29.28182,326.81122,-1.25583,0.20034,-41.6655,-0.04818,-0.41753,-0.07931,0.01393,0.0426,0,0,489.02557,-12.66876,-8.22208,-41.82648,337.5281,82.88083,31.89443,760.88575,-7.75477,-4.51299,56.22794,-1.65672,-2.53396,0,0,326.81122,-71.78528,17.23166,7.62518,141.34055,1.92957,9.07127,-3.42817,-0.07909,-0.56546,0.12086,0.00021,-0.07701,0,0,337.5281,-70.48295,-17.04115,-7.56548,141.73251,262.35187,-707.79748,261.11593,-4.22628,12.77891,12.85267,22.92266,-0.54633,0,0,0,149.67001,-2.82807,-2.52081,427.56653,0.20914,-43.21326,310.08035,0.18968,8.44441,-1.28167,0.68825,0.90815,9999999,0,427.56653,9999999,9999999,9999999,9999999,0,0,0,0,0,0,0,0,-195.77547,0,412.49143,-167.28652,-20.2714,-1.06447,341.98029,-12.64515,-3.61315,-31.35851,0.15805,0.14461,-3.23363,0.29823,-0.70866,195.77549,-4e-05,442.64174,162.05682,15.54265,1.38235,284.50778,3.86472,11.63253,-34.76887,-1.33701,-0.58394,2.28976,0.74294,-0.10884,0,0,341.98028,-41.95976,18.39356,30.8715,232.25145,2.2172,6.63017,-11.9879,0.00582,-0.82638,0.36874,-0.00456,0.18062,0,0,284.50778,112.44402,44.39038,5.95601,223.37943,-1.92112,-16.32068,1.8868,-0.15556,2.49438,-0.19928,-0.00587,0.27463,0,0,232.25146,0,-2e-05,-12.91962,92.90059,0.41246,1.12888,-2.92452,0.08568,-0.06468,0.03382,-0.00202,0,0,0,223.37944,2e-05,0,-21.30019,89.35176,1.4271,-4.12795,0.28799,-0.06605,0.2864,0.10518,-0.00525,0.00083,247.81662,226.09055,890.55139,1.60965,-22.99147,179.0546,67.98828,0,0,0,0,0,0,0,0,221.2608,224.33246,953.1142,-0.76033,7.36918,176.96666,427.56653,0,0,0,0,0,0,0,0
