Frame#,L.FX,L.FY,L.FZ,L.X,L.Y,L.Z,L.MFree
173,3.388199,0.969971,813.847961,296.068176,208.205276,0,-0.008552
174,3.739647,1.048141,813.617249,295.700348,208.294235,0,-0.009619
175,3.873955,0.790344,813.479492,295.395599,208.384796,0,0.012017
176,3.776871,0.656875,813.567078,295.088135,208.526047,0,0.023476
177,3.600906,0.38668,813.704102,294.858887,208.546982,0,0.03758
178,3.687569,0.313446,813.476624,294.551208,208.640274,0,0.05474
179,3.813797,0.563492,814.416077,294.33429,208.725189,0,0.066301
180,4.177223,0.896728,814.455994,294.018005,208.787704,0,0.122008
181,4.427216,0.816589,813.914978,293.857086,208.796539,0,0.167255
182,4.137665,0.743393,814.413635,293.720398,208.748703,0,0.155868
183,4.218361,0.719566,814.818787,293.591156,208.68457,0,0.146348
184,4.305878,0.825119,814.327942,293.440826,208.538208,0,0.153271
185,4.301918,0.812546,813.92395,293.315674,208.553131,0,0.184465
186,4.053169,0.905022,813.303345,293.16687,208.34642,0,0.166057
187,4.164818,1.068344,813.081848,293.024048,208.190201,0,0.172075
188,4.427803,1.03627,812.859253,292.860626,208.01712,0,0.159952
189,4.471848,1.231865,813.175354,292.717102,207.946625,0,0.181994
190,4.402061,1.230865,813.311462,292.676514,207.937561,0,0.201607
191,4.252007,1.171677,813.674744,292.606781,207.860413,0,0.201539
192,4.158157,1.215271,814.307739,292.409241,207.764359,0,0.216605
193,4.596947,1.287826,814.486023,292.289124,207.626938,0,0.180554
194,4.895096,1.355949,814.887512,292.046021,207.624802,0,0.205785
195,5.143913,1.393791,813.89917,291.932617,207.527878,0,0.193133
196,5.233788,1.556488,813.856201,291.835541,207.43251,0,0.218417
197,5.372345,1.397529,813.407288,291.862915,207.369873,0,0.205084
198,5.440979,1.51416,813.408081,291.842987,207.307266,0,0.200392
199,5.293922,1.535393,814.218445,291.874023,207.312515,0,0.224619
200,5.143448,1.718498,814.44342,291.881897,207.343811,0,0.225112
201,5.008224,1.78875,814.986572,291.991486,207.238388,0,0.218073
202,5.289024,1.755226,815.385742,292.029297,207.28331,0,0.171505
203,5.568573,1.793854,815.293518,292.129211,207.22641,0,0.123099
204,5.372086,1.783226,814.620117,292.313263,207.289139,0,0.129056
205,5.003273,1.772797,814.266724,292.497864,207.203415,0,0.1109
206,4.692879,1.727005,813.909851,292.70929,207.230377,0,0.112926
207,4.509758,1.83287,813.41571,292.976013,207.274323,0,0.087019
208,4.400421,1.936119,814.222229,293.175354,207.347015,0,0.041515
209,4.221176,1.880028,814.403137,293.447937,207.331421,0,-0.018878
210,4.342628,1.80426,814.085632,293.817352,207.375061,0,-0.035851
211,3.830009,1.759003,814.269836,294.249847,207.37883,0,-0.078081
212,3.326294,1.758682,814.13739,294.627869,207.476425,0,-0.087202
213,2.905205,1.7713700000000001,814.048645,295.082123,207.570068,0,-0.110071
214,2.912117,1.810692,814.047546,295.466858,207.550995,0,-0.178126
215,2.801537,1.722496,813.780334,295.809906,207.509476,0,-0.177326
216,2.749557,1.60025,813.648071,296.158722,207.451675,0,-0.152349
217,2.705414,1.752937,813.377625,296.397064,207.485275,0,-0.143672
218,2.447441,1.777702,813.873718,296.770569,207.498169,0,-0.158249
219,2.061295,1.676247,813.787781,297.203308,207.488403,0,-0.178271
220,0.0,0.0,0.0,0.0,0.0,0,0.0
